word,z,n_agency,n_caller
related,7.9478191670631855,299,861
construct,7.956524339257126,110,212
deterioration,8.009069467318463,68,93
ofbuilding,8.010958785149564,99,178
derelict,8.027702529365856,65,85
scheduled,8.037374777886766,123,249
cylinder,8.05331681351524,52,53
angle,8.056615247834117,97,171
stablity,8.057289297344598,126,2
dmg,8.107381528033104,600,1
rotted,8.154034315853282,100,177
accessible,8.162233616076307,227,589
balcony,8.171974753334707,618,2087
readiness,8.23420126835417,142,2
afire,8.244793410227865,78,114
stry,8.254883125869908,144,2
contraryto,8.293192088108432,80,3
seizure,8.315151344607768,50,44
cfs,8.363690597197412,155,2
unqualified,8.370979257506072,46,34
ada,8.4694915944537,103,177
stfl,8.491434234259009,169,2
affected,8.503078492950875,299,827
nycem,8.582646643867148,895,1
unregistered,8.586401678453361,108,188
vacated,8.592167907024137,115,208
ems,8.629727799783902,77,103
protect,8.639781072532477,553,1783
outward,8.688255551653915,99,160
therefore,8.704594826157381,234,586
dny,8.717805189108196,197,2
lean,8.733124589941678,114,201
underpermit,8.735864883120602,1012,1
safty,8.740289598218167,51,39
classroom,8.754414161326935,70,83
sco,8.81301101414539,106,3
imminent,8.864373651688732,79,103
ofo,8.900788282929325,78,4
weather,8.922083043812894,265,682
diverter,8.940099542554636,229,2
partywall,8.982712897412826,81,4
rca,8.988979474616173,91,131
int,9.009569019655036,85,115
pulley,9.017072391747115,51,34
structure,9.022493837980226,1785,6898
frnt,9.063848061529164,249,2
ele,9.070903995142675,122,3
stabilization,9.119436688636192,54,39
saftey,9.127410525538446,76,90
skyward,9.137452927036026,87,4
dated,9.160785181032917,134,246
underpinning,9.196754708264606,99,147
pin,9.203399895975464,56,42
wythe,9.203399895975464,56,42
certificate,9.213539362118066,1201,4368
unattended,9.261926273258739,103,156
feu,9.269499658200674,136,3
impacted,9.341599291353365,100,146
dept,9.362050267871348,387,1092
crnr,9.402600977039876,313,2
prof,9.406520655261938,78,5
inward,9.417502804865126,76,84
commence,9.497284535153037,55,34
remaining,9.512481677070577,127,215
passageway,9.550714271839695,78,86
undermined,9.595265813247465,75,78
equipment,9.603531486868066,1106,3916
chest,9.609459745431845,66,57
arm,9.61360023929271,103,147
stipulation,9.649140013465823,58,38
sep,9.651914743053446,54,28
dining,9.661892390352588,258,619
hoisting,9.755201384420493,84,96
unsafecondition,9.790393800123317,56,30
south,9.817667363402043,509,1511
poor,9.852771849133603,266,636
stripping,9.876961192074225,60,38
buildingdue,9.880835802066429,123,4
thru,9.924433501448203,351,925
objection,9.928529401710504,101,134
ingress,9.941645739176288,61,39
setback,9.994049006901863,104,140
curing,10.012880633362839,100,5
powerline,10.02968986094451,67,51
makeshift,10.050837855231412,153,272
sty,10.067365916367716,76,7
ndfl,10.076367880996328,212,3
detail,10.082360399503859,349,908
vert,10.084891838747092,213,3
mtr,10.102502844886926,500,2
flexible,10.11861621774623,70,56
installed,10.130191430015614,2295,8891
occuring,10.155522506949534,121,180
worker',10.176588231206273,78,73
adjacentproperty,10.180581155684553,59,28
deter,10.225068713207824,67,47
supervise,10.225488079754617,58,22
landau,10.228538089168941,91,6
severe,10.256473932718736,275,645
team,10.263448728107987,223,476
enf,10.30266428918942,150,4
serv,10.397604158498574,85,7
coc,10.432005697236875,86,7
tco,10.435980178207068,92,100
discontinued,10.438560625570299,64,35
treatment,10.529614745079652,100,117
anchor,10.530284837295333,72,52
secure,10.5492257249072,362,924
repair,10.55441124459131,1618,5909
valid,10.604808489467285,343,855
structual,10.614623080041145,65,33
yodock,10.65658168381795,84,8
hvac,10.673600469745319,318,766
frm,10.699687800771866,181,4
caz,10.722851783499548,183,4
finishe,10.741839225802211,67,35
bld,10.79061802876111,92,92
firestopping,10.793875666421537,71,12
scout,10.798531087451419,316,3
coverage,10.799568061831328,86,78
wwop,10.804246121852788,317,3
double,10.809493593167796,281,636
brace,10.838788295655437,89,84
disobeying,10.83965280006644,65,23
reg,10.85925235066724,76,54
person,10.881580087286283,1673,6084
occured,10.927502166040343,70,38
emerg,10.961805624093207,205,4
denied,10.965468464935144,233,476
tread,10.969947102661745,67,19
braced,11.006357993955548,70,15
north,11.017221171548158,473,1284
dismissal,11.01761424818765,73,13
accordance,11.07976931443575,100,104
sidewalkshed,11.088080002174083,74,44
fatality,11.14136107349968,69,20
equip,11.141983898052823,69,27
wal,11.151208132584125,110,7
subsection,11.201255331155558,131,6
mea,11.203441413726964,230,4
structurally,11.204620851676427,148,221
toe,11.2048404135359,74,41
brk,11.237882488734108,101,8
vehicular,11.239972548613755,71,31
twisted,11.313793751401395,73,35
stalled,11.349776437020987,80,52
communication,11.378135335945798,170,275
combo,11.395711112647085,141,6
fswo,11.397577194565821,80,13
div,11.418643718485752,445,3
tag,11.41948544840362,109,117
injuring,11.437216585251727,78,45
scope,11.5090133252116,186,315
cert,11.570012143978095,111,118
shanty,11.628866287202968,77,18
affirmation,11.64507521977973,155,6
alarm,11.702784477497508,359,843
cotta,11.734567235609555,90,12
wall,11.739560815548902,6159,25615
professional,11.759394627767934,261,526
guard,11.805293088913183,297,636
alt,11.842153496966104,131,159
logbook,11.918138428134831,172,6
jacob,11.921795865468562,92,66
bsmt,11.933704770277426,168,251
pier,11.950976124247223,80,34
ankle,11.956143329269525,95,72
terra,11.96709542451035,85,16
vault,11.978639438655835,90,60
partly,11.99084085572018,84,45
hook,11.992272203782491,246,470
charred,12.03264099681405,102,11
plugged,12.039123485061987,113,111
severly,12.079101331508005,110,10
fitness,12.091575535312446,114,112
contractor',12.135281615504052,90,56
phase,12.173120346340358,90,55
sro',12.208219192494457,117,116
edge,12.275169890380305,229,408
followed,12.298324709133059,189,295
loc,12.358500826355789,101,13
erected,12.380898257866207,631,1743
complaince,12.391806261877194,406,4
adv,12.412282565897138,410,4
stud,12.452558462402752,121,119
institute,12.45394860570893,86,26
beam,12.49628012068008,832,2476
sup,12.503607652284527,92,18
underside,12.5223465096181,88,38
form,12.5235638053721,334,715
install,12.551431651130695,475,1179
comm,12.575778622061032,97,16
frame,12.62678601566463,466,1143
ert,12.687349016998995,92,21
renew,12.703063580551456,93,47
dwg,12.720526557132864,132,10
certify,12.731725929801403,107,80
framing,12.79389888293852,173,236
haz,12.806532246116607,196,7
washout,12.856742931100035,106,15
motor,12.873916628474584,253,452
plumb,12.891212798847583,94,23
obey,12.949529196020018,112,14
rated,12.973844019884531,136,140
decorative,13.005894420483623,102,61
conversion,13.039774205886506,2591,9533
unapproved,13.066136076304558,146,161
tie,13.07103316097832,138,142
switch,13.262075408311437,188,259
rigging,13.290922174059249,102,52
defected,13.314626858480151,112,76
marking,13.318381865669132,127,110
fls,13.334218241794362,107,19
lmp,13.429793920635158,308,6
safe,13.436360328901914,1251,3974
apprx,13.445848604746548,426,5
wrk,13.51605185721469,439,5
level,13.564413678187043,1341,4309
supplied,13.57196394922101,107,56
suffered,13.572345625409726,119,85
coordinator,13.587103042544143,109,21
stellar,13.652254037473288,114,19
shoulder,13.730903221211697,108,53
sagging,13.744189481200499,164,184
leg,13.832431372666992,205,283
guideline,13.878799021172268,236,363
outdoor,13.904170675309818,498,1161
foreman,13.938080071745972,155,157
str,13.97577766484097,108,36
struct,14.017616477930037,133,16
non,14.055610572500251,1404,4486
unsuitable,14.30325310990891,189,11
continued,14.318321660869932,431,917
test,14.425404083989095,194,235
conductor,14.45120714692431,116,45
cond,14.48644324649694,183,12
cofc,14.500390408869354,669,5
constr,14.53725873288873,129,80
coping,14.572811066206391,118,46
ops,14.738310661454788,182,13
column,14.794768028176879,235,325
program,14.916081123433603,213,265
citing,14.954867044591989,130,27
scaff,15.034201575909005,840,5
verification,15.127069123806857,132,67
commencement,15.169824786831182,180,15
unlawful,15.171709703280477,201,227
range,15.262100793045004,193,205
issued,15.262574493972043,1569,4952
advised,15.297499286926872,414,806
final,15.305688577290395,172,155
pane,15.33824904879609,144,90
manufacture,15.392528641206162,131,44
formwork,15.398848307623835,215,13
appl,15.44844558936469,7997,2
corroded,15.458042615839396,171,148
designated,15.465753042145002,245,325
roadway,15.49886453710975,172,149
displaced,15.622089064355245,136,55
rendered,15.800322549193314,148,28
provided,15.833411166635386,806,2049
theft,15.916882531581377,151,87
hrs,15.917207222272172,230,271
adjoining,15.933745358188858,343,566
outrigger,15.935010900039817,229,14
ftm,15.958428369537723,2143,4
disconnect,15.967847983949188,141,49
feeder,15.98520111466622,189,18
pedestrian,16.13173725435561,1395,4159
bulkhead,16.213172017258778,159,96
dislodged,16.225421825670985,148,38
strap,16.26276394542867,150,36
lvl,16.329213995785626,236,15
governor',16.341478948764824,172,24
division,16.49464036107997,205,192
striking,16.546747296808405,266,14
isolated,16.580511487656107,152,51
rail,16.622815056164082,286,383
btwn,16.655534719575755,157,72
tripped,16.685401252157064,188,147
surrendered,16.71246393124052,331,12
insure,16.78425469695418,165,33
industry,16.82738994568352,159,69
inclement,17.031413797302054,163,42
rigger,17.082792841795058,220,20
overhead,17.157840393021434,246,264
ext,17.16935920207491,163,54
corrective,17.214274238678417,249,269
prior,17.2186982697896,724,1650
riser,17.223944156211555,219,199
viol,17.22450104451569,190,27
dryer,17.243515657818076,457,820
earthwork,17.277727172196688,221,21
obtain,17.337994445596497,239,241
spillage,17.347317991671265,393,12
severely,17.369488471702283,274,323
dueto,17.372103845261364,171,79
ssm,17.464916395339824,1480,6
oath,17.481957122717215,358,532
manufacturer,17.53322465255721,183,34
walkway,17.56555235295989,452,787
detected,17.71827988379677,174,53
receptacle,17.725372950890726,174,54
header,17.758135303909686,186,36
card,17.819246851066534,397,620
left,17.929295192880623,2196,6955
combustible,17.982741857404832,237,213
meeting,18.17110331207446,229,188
inadequately,18.178588756427917,196,37
project,18.257709142731546,802,1816
legality,18.29334085624334,191,92
alberto,18.33980670307615,415,14
withdrawal,18.357425040088057,3271,5
throughout,18.45577411160217,1044,2608
mult,18.46959729341489,321,18
approx,18.662490452654893,409,609
bureau,18.6628932757262,450,14
perimeter,18.666686116843703,273,270
massage,18.672640514705503,319,379
bracing,18.724038886764554,210,123
revocation,18.749629784749004,295,21
expo,18.81770166840235,587,12
orientation,18.878827989201028,332,19
wiring,18.93367219426581,1209,3127
appurtenance,18.976342698828255,277,24
qewi,18.99794240423526,1810,7
finger,19.01438574629009,201,79
slipped,19.113616999549805,202,67
designate,19.152241960432256,233,34
spalled,19.190109419899976,309,22
supplying,19.298068021125932,222,41
standpipe,19.308505158480877,209,55
imposed,19.313057900785207,242,33
pain,19.355071657580396,239,166
defect,19.376979165843263,371,476
chapter,19.421752860698714,225,130
record,19.701685962514908,792,1661
laa,19.928199686006067,226,53
transported,20.051810228809536,237,46
requesting,20.067236923211816,1152,2803
struck,20.113116648901574,224,82
improper,20.171957462244983,503,779
needle,20.231904089278437,231,104
branch,20.246319379613954,244,140
governor,20.282365296551085,229,65
switche,20.30001269092474,245,140
engineer',20.309230087542353,424,20
defective,20.31973092914807,1357,3478
prop,20.350915460798525,271,36
noted,20.49352836392401,410,520
occupancy,20.513201051957232,2088,6097
parlor,20.516313003000285,331,329
sst,20.614419785357107,339,27
roman,20.706227279930804,415,22
heater,20.77115351953834,616,1055
cellar,20.77722607490188,2027,5827
corrosion,20.833206808610853,283,38
ladder,20.901103818806334,689,1256
contractor,21.058492756513587,1833,5072
handrail,21.172625147609647,266,151
staff,21.178467492931144,549,844
bypass,21.239419190765773,264,53
posting,21.312875111245102,387,425
suppression,21.348219046060954,260,60
req,21.4867896052629,299,41
responsibility,21.581988209312573,285,178
intend,21.619711218000262,262,69
rebar,21.634973132427284,298,206
elev,21.645417492046736,644,18
vac,21.6722120415811,319,38
privilege,21.70369638833909,505,22
head,21.715653712128088,570,868
amendment,21.719513746994522,273,58
compromised,21.859914353002992,512,707
injured,21.894625859852923,422,481
relating,21.972077772817418,392,30
doh,22.01106822811004,295,50
obstructed,22.061108275483114,315,226
book,22.117974835131083,307,205
zone,22.128986622341863,556,806
cmu,22.157785577391728,342,38
sustained,22.174107639430265,282,63
retain,22.218117575555514,310,47
hoist,22.25758848800462,296,172
comp,22.271070223606426,382,33
covid,22.618771164819528,707,1185
spec,22.712431805244485,989,16
manager,22.750846045941614,894,1718
collapsed,22.812942403885206,588,849
public,22.8971843081291,1732,4448
damaged,23.18045982433458,1338,3076
const,23.31397768515821,475,31
installation,23.45739346023384,892,1653
removal,23.583279277471533,734,1192
flue,23.667034883280618,324,69
appt,23.679741798321576,313,129
distribute,23.71074504204633,428,38
ahv,23.758716979772046,331,180
unguarded,23.799144237121393,405,42
called,23.96708560355898,1852,4715
worker,23.98033330400641,5673,19419
sill,23.995415801599453,324,143
law,23.999955103691402,1243,2679
chimney,24.137518121696594,806,1352
amp,24.23450239911556,325,117
slab,24.238865257586955,405,329
impacting,24.24892198232114,362,230
pswo,24.270703064750276,619,28
retaining,24.433207525687195,893,1576
portal,24.570733159257436,338,90
competent,24.59674021498825,487,38
unlawfully,24.72319261213071,338,118
temporary,24.804621450227362,673,946
wwp,24.930180398201266,642,30
general,24.97305803622706,671,930
commissioner',24.98724089623422,469,43
soe,25.009821911765805,463,44
viewing,25.203333536777635,354,99
specification,25.35275016317711,407,60
load,25.360276732224637,540,583
cornice,25.3950009249552,357,130
platform,25.502522565036294,500,482
ssp,25.539378413356214,1721,17
lintel,25.541530167500113,392,70
info,25.88499303067445,583,656
shoring,26.21512074275963,414,247
loose,26.25775215399993,1126,2096
suspension,26.28123949169217,624,38
pursuant,26.293639800777903,388,101
executive,26.712122600766445,413,213
elevation,27.142058393695866,414,181
sws,27.308395694154417,3430,15
conforming,27.38786558774246,475,70
information,27.46297902503023,1366,2695
poorly,27.46685532622772,446,250
letter,27.48534891698823,628,670
stone,27.503966109834554,670,769
sprinkler,27.554822874212498,680,790
bulging,27.556043699830248,537,456
steel,27.6016564324156,871,1270
mean,27.6204710372989,803,1092
supervision,27.742521726945906,428,123
vio,27.928210151895716,506,69
cracked,27.95835114196798,1333,2544
inactive,28.051714208043425,585,55
prevention,28.10694892606523,551,61
measure,28.25725172227923,681,749
observed,28.371068074166757,1612,3351
spalling,28.462790226730135,953,35
holder,28.719661102919297,456,157
display,29.114902269100757,565,431
flr,29.253579871008384,535,354
insp,29.378178661140243,6676,14
hospital,29.437398295504146,632,564
filing,29.464149571733525,855,1094
storage,29.886024499184675,1509,2865
hazardou,29.994597825035903,1366,2434
deteriorated,30.218652749941224,505,178
plumbing,30.2465315770725,2765,6876
referral,30.32829918497131,1537,31
stucco,30.338687446128436,518,229
boro,30.72828933583774,1042,43
shift,30.931420286703375,564,313
unpermitted,31.026365906928117,776,797
summon,31.19137893041923,763,756
sidewalk,31.5177231913488,5421,16260
housekeeping,31.623545348689266,2030,30
scaffold,31.718674853100584,3885,10529
pre,31.78771047848569,568,249
collapse,31.844589586777705,1270,1987
app,31.871861682153916,574,261
post,31.89308453879568,919,1078
adj,32.64552979553384,902,63
duty,32.83871327699072,947,1077
demo,32.93157277511082,787,697
partial,33.09789715022377,1075,1371
guardrail,33.490226361863975,897,71
jobsite,33.70849536958532,1004,64
nys,33.722911154748225,635,263
onsite,34.23233327948593,649,200
revoke,34.46659975550167,1482,49
doc,34.615736895242506,1081,66
fell,34.784767817037036,1774,3093
intent,35.13166855660662,1242,61
pop,35.21236921354101,696,302
filed,35.2281246515065,1468,2200
safeguard,35.770884226401236,1044,79
special,35.92622995929235,883,708
meet,36.180356327021975,834,578
fail,36.33547346887636,731,269
immediately,36.36703548938639,1213,1446
extinguisher,36.5585419240266,777,161
via,36.714652445744335,903,696
joist,37.05301440585083,793,170
approval,37.132847962057255,1377,1786
tracking,37.265857850371304,4413,33
engineering,37.36071469802631,803,176
notify,37.38888088892455,780,321
design,37.728315444577305,807,375
egress,38.14921030167438,1874,2993
incident,38.15336558129459,900,579
applicant,38.45209487237966,1067,108
mortar,38.51380907962732,824,322
temp,38.82526865648079,886,174
dot,39.00352738096313,920,556
normal,39.1486088812778,913,526
suspended,39.26478647688982,871,396
replace,39.67481746046702,1008,707
lic,39.942102065459665,950,176
flex,40.034171551473094,1663,77
adequate,40.51251829634889,936,450
adjacent,40.62843422907896,2058,3211
connection,40.749025774615106,994,582
local,42.684650338126986,1239,983
audit,42.81954386574742,1669,100
priority,42.830512480674926,1156,173
complaint,43.310597032119745,4946,11667
disrepair,43.50599520977511,1070,262
follow,43.58035002731838,1220,862
correction,43.889670657019565,1129,614
rear,44.13224080166467,2767,4730
emergency,44.672184455384,2481,3864
perform,44.824451046351236,1113,416
electrical,44.8792058637633,4278,9165
nypd,45.17838144266745,1152,521
maintenance,47.02825360780058,1752,1761
conform,47.19021905480324,2018,122
unauthorized,47.19947170415596,1361,848
injury,47.74369585376088,1266,495
masonry,47.824291722933665,1283,334
log,47.901755504050946,1551,187
work,48.126578816960674,24167,83966
piping,48.501122193869044,1812,1754
engineer,49.806460504836366,1384,571
fire,49.95811338743687,7684,19282
drawing,50.15121060441824,1421,349
joint,50.42403189424922,1516,279
verify,50.471511742275695,1408,457
hose,50.56144109544291,1421,408
copy,51.180706732354956,1939,184
requested,51.8977060535063,1491,552
fence,52.18724961159007,6802,15698
reinspection,52.706632146494314,6650,76
exterior,52.747121842665464,3292,4941
protection,52.99870515727093,3017,4183
remedy,53.06766569721431,2042,204
ambulance,53.36090559730229,2145,195
ecb,53.50607814157666,1611,715
exposure,53.748558054247916,1596,539
demolition,54.42654256787245,4703,8628
parapet,54.74094031956867,1750,940
sweep,55.06470442038647,10517,69
training,55.352076395609636,3716,129
indicating,55.656227012082105,1760,415
supported,58.19192365993503,1913,873
exp,58.19514596071765,9577,85
cse,58.28758439890786,16207,67
refer,58.35097482840708,2240,292
shed,58.9186097222202,5321,9560
reported,59.740019041304485,3381,4174
superintendent,59.880033896659114,2043,981
per,60.24167106876355,2889,2926
document,60.930358542461846,2107,500
manner,61.24423531571848,2102,550
required,61.429712705340265,2717,2382
submitted,62.05798728119997,2247,1204
expired,62.42443036409777,3074,3077
tpp,62.846114154305226,6358,136
approved,62.930740588597054,3210,3328
condition,63.1095038460597,5209,8431
locked,63.829336954891666,3221,3234
compliant,64.27640199281262,2398,499
file,65.72072485294923,2722,1844
initial,65.98566676697283,4772,199
meter,66.32205364506959,2769,1871
panel,66.3487939133155,2606,1475
ordered,67.14751437626542,3527,293
borough,68.31787515552442,3510,320
failed,68.54949265208792,2635,684
application,68.58440166478599,2618,1061
swo,68.85551501548657,2629,775
valve,68.86188423140459,3500,334
comply,69.04577569615722,2633,922
missing,73.5630184752724,3569,2677
stopped,73.7576718284869,3421,2308
commissioner,75.96794269223754,4549,371
type,76.06861645245755,3930,3122
operation,77.64203173330658,3328,1162
maintained,78.10423189196335,3505,768
violation,78.13850124099454,7300,11077
inadequate,78.51471089679788,3540,778
unsafe,78.97830262747514,7959,12681
site,79.90747558760631,10289,19106
stability,79.91200399996782,4607,465
provide,80.6308441136313,3698,1769
bldg,82.88980619399,4148,2510
plan,85.68614600370172,5370,4840
notice,86.4656428897135,5230,4386
request,87.15356763029033,5235,4278
utility,87.90065473737423,5014,679
monitoring,88.27644028216659,10138,310
found,94.63646177200081,4939,1695
structural,96.37767684340992,5328,2674
contrary,100.9512570463123,6091,1100
code,106.13888645132448,7044,4715
notification,107.91668703196541,9877,682
maintain,108.62111774723422,12440,555
class,113.66276568681644,7371,1664
facade,117.692817903712,7766,3447
fdny,118.69001647500527,8400,1525
active,123.17917726944331,9136,5539
order,136.84805256246727,12654,10075
hour,137.0860582919658,14114,13363
vacate,138.89127493192174,11168,2305
failure,141.11859983660264,20525,951
due,143.8540944454459,13508,10065
safety,146.2317975607366,15582,14132
compliance,190.78524504595708,46108,1448
job,203.01142450780583,26097,3709
inspection,293.13163047702375,52855,7941
